"","country_code","date","pb95","diesel","heating_gasoil","heavy_fuel_oil","lpg","country_name","country_name_pl"
"16520","LU",2010-07-26,1.152,0.989,0.573,NA,0.506,"Luxembourg","Luksemburg"
"16521","LU",2010-07-19,1.152,0.989,0.589,NA,0.506,"Luxembourg","Luksemburg"
"16522","LU",2010-07-12,1.152,0.97,0.573,NA,0.519,"Luxembourg","Luksemburg"
"16523","LU",2010-07-05,1.179,1.007,0.615,NA,0.519,"Luxembourg","Luksemburg"
"16524","LU",2010-06-28,1.179,1.029,0.615,NA,0.531,"Luxembourg","Luksemburg"
"16525","LU",2010-06-21,1.179,1.01,0.629,NA,0.531,"Luxembourg","Luksemburg"
"16526","LU",2010-06-14,1.167,1,0.614,NA,0.531,"Luxembourg","Luksemburg"
"16527","LU",2010-06-07,1.167,1,0.593,NA,0.518,"Luxembourg","Luksemburg"
"16528","LU",2010-05-31,1.143,0.975,0.566,NA,0.518,"Luxembourg","Luksemburg"
"16529","LU",2010-05-24,1.195,1.002,0.596,NA,0.53,"Luxembourg","Luksemburg"
"16530","LU",2010-05-17,1.195,1.002,0.596,NA,0.53,"Luxembourg","Luksemburg"
"16531","LU",2010-05-10,1.202,1.035,0.618,NA,0.522,"Luxembourg","Luksemburg"
"16532","LU",2010-05-03,1.202,1.022,0.618,NA,0.522,"Luxembourg","Luksemburg"
"16533","LU",2010-04-26,1.182,1.001,0.593,NA,0.522,"Luxembourg","Luksemburg"
"16534","LU",2010-04-19,1.182,1.018,0.609,NA,0.527,"Luxembourg","Luksemburg"
"16535","LU",2010-04-12,1.199,1.018,0.609,NA,0.527,"Luxembourg","Luksemburg"
"16536","LU",2010-03-29,1.166,0.969,0.574,NA,0.546,"Luxembourg","Luksemburg"
"16537","LU",2010-03-22,1.166,0.969,0.574,NA,0.562,"Luxembourg","Luksemburg"
"16538","LU",2010-03-15,1.166,0.969,0.559,NA,0.562,"Luxembourg","Luksemburg"
"16539","LU",2010-03-08,1.152,0.951,0.547,NA,0.538,"Luxembourg","Luksemburg"
"16540","LU",2010-03-01,1.133,0.951,0.547,NA,0.535,"Luxembourg","Luksemburg"
"16541","LU",2010-02-22,1.118,0.922,0.518,NA,0.535,"Luxembourg","Luksemburg"
"16542","LU",2010-02-15,1.101,0.906,0.504,NA,0.563,"Luxembourg","Luksemburg"
"16543","LU",2010-02-08,1.111,0.916,0.504,NA,0.556,"Luxembourg","Luksemburg"
"16544","LU",2010-02-01,1.111,0.916,0.504,NA,0.556,"Luxembourg","Luksemburg"
"16545","LU",2010-01-25,1.111,0.916,0.519,NA,0.556,"Luxembourg","Luksemburg"
"16546","LU",2010-01-18,1.111,0.916,0.519,NA,0.556,"Luxembourg","Luksemburg"
"16547","LU",2010-01-11,1.111,0.942,0.542,NA,0.526,"Luxembourg","Luksemburg"
"16548","LU",2010-01-04,1.084,0.896,0.497,NA,0.502,"Luxembourg","Luksemburg"
"16549","LU",2009-12-21,1.052,0.868,0.477,NA,0.497,"Luxembourg","Luksemburg"
"16550","LU",2009-12-14,1.052,0.887,0.493,NA,0.497,"Luxembourg","Luksemburg"
"16551","LU",2009-12-07,1.086,0.887,0.493,NA,0.497,"Luxembourg","Luksemburg"
"16552","LU",2009-11-30,1.086,0.887,0.493,NA,0.497,"Luxembourg","Luksemburg"
"16553","LU",2009-11-23,1.086,0.896,0.504,NA,0.497,"Luxembourg","Luksemburg"
"16554","LU",2009-11-16,1.086,0.896,0.504,NA,0.492,"Luxembourg","Luksemburg"
"16555","LU",2009-11-09,1.086,0.896,0.504,NA,0.492,"Luxembourg","Luksemburg"
"16556","LU",2009-11-02,1.041,0.896,0.501,NA,0.473,"Luxembourg","Luksemburg"
"16557","LU",2009-10-26,1.041,0.896,0.501,NA,0.473,"Luxembourg","Luksemburg"
"16558","LU",2009-10-19,1.041,0.878,0.461,NA,0.461,"Luxembourg","Luksemburg"
"16559","LU",2009-10-12,1.041,0.861,0.461,NA,0.461,"Luxembourg","Luksemburg"
"16560","LU",2009-10-05,1.024,0.861,0.461,NA,0.457,"Luxembourg","Luksemburg"
"16561","LU",2009-09-28,1.044,0.862,0.461,NA,0.457,"Luxembourg","Luksemburg"
"16562","LU",2009-09-21,1.063,0.862,0.461,NA,0.463,"Luxembourg","Luksemburg"
"16563","LU",2009-09-14,1.063,0.862,0.476,NA,0.463,"Luxembourg","Luksemburg"
"16564","LU",2009-09-07,1.063,0.864,0.476,NA,0.463,"Luxembourg","Luksemburg"
"16565","LU",2009-08-31,1.084,0.897,0.489,NA,0.453,"Luxembourg","Luksemburg"
"16566","LU",2009-08-24,1.084,0.897,0.489,NA,0.453,"Luxembourg","Luksemburg"
"16567","LU",2009-08-17,1.11,0.897,0.506,NA,0.453,"Luxembourg","Luksemburg"
"16568","LU",2009-08-10,1.078,0.881,0.49,NA,0.433,"Luxembourg","Luksemburg"
"16569","LU",2009-08-03,1.078,0.864,0.473,NA,0.433,"Luxembourg","Luksemburg"
"16570","LU",2009-07-27,1.051,0.864,0.473,NA,0.424,"Luxembourg","Luksemburg"
"16571","LU",2009-07-20,1.034,0.826,0.424,NA,0.434,"Luxembourg","Luksemburg"
"16572","LU",2009-07-13,1.076,0.869,0.479,NA,0.434,"Luxembourg","Luksemburg"
"16573","LU",2009-07-06,1.076,0.869,0.479,NA,0.434,"Luxembourg","Luksemburg"
"16574","LU",2009-06-29,1.076,0.885,0.492,NA,0.434,"Luxembourg","Luksemburg"
"16575","LU",2009-06-22,1.105,0.868,0.492,NA,0.41,"Luxembourg","Luksemburg"
"16576","LU",2009-06-15,1.103,0.868,0.492,NA,0.41,"Luxembourg","Luksemburg"
"16577","LU",2009-06-08,1.074,0.841,0.451,NA,0.41,"Luxembourg","Luksemburg"
"16578","LU",2009-06-01,1.074,0.818,0.426,NA,0.392,"Luxembourg","Luksemburg"
"16579","LU",2009-05-25,1.074,0.818,0.426,NA,0.392,"Luxembourg","Luksemburg"
"16580","LU",2009-05-18,1.047,0.83,0.438,NA,0.392,"Luxembourg","Luksemburg"
"16581","LU",2009-05-11,1.013,0.83,0.438,NA,0.387,"Luxembourg","Luksemburg"
"16582","LU",2009-05-04,0.993,0.806,0.41,NA,0.387,"Luxembourg","Luksemburg"
"16583","LU",2009-04-27,1.006,0.818,0.433,NA,0.39,"Luxembourg","Luksemburg"
"16584","LU",2009-04-20,0.995,0.821,0.417,NA,0.39,"Luxembourg","Luksemburg"
"16585","LU",2009-04-06,0.995,0.803,0.403,NA,0.39,"Luxembourg","Luksemburg"
"16586","LU",2009-03-30,0.995,0.827,0.43,NA,0.39,"Luxembourg","Luksemburg"
"16587","LU",2009-03-23,0.963,0.783,0.378,NA,0.39,"Luxembourg","Luksemburg"
"16588","LU",2009-03-16,0.942,0.783,0.394,NA,0.407,"Luxembourg","Luksemburg"
"16589","LU",2009-03-09,0.969,0.783,0.394,NA,0.433,"Luxembourg","Luksemburg"
"16590","LU",2009-03-02,0.946,0.78,0.375,NA,0.438,"Luxembourg","Luksemburg"
"16591","LU",2009-02-23,0.946,0.795,0.375,NA,0.466,"Luxembourg","Luksemburg"
"16592","LU",2009-02-16,0.984,0.817,0.421,NA,0.481,"Luxembourg","Luksemburg"
"16593","LU",2009-02-09,0.953,0.817,0.421,NA,0.481,"Luxembourg","Luksemburg"
"16594","LU",2009-02-02,0.953,0.817,0.421,NA,0.449,"Luxembourg","Luksemburg"
"16595","LU",2009-01-26,0.937,0.817,0.421,NA,0.449,"Luxembourg","Luksemburg"
"16596","LU",2009-01-19,0.937,0.817,0.437,NA,0.418,"Luxembourg","Luksemburg"
"16597","LU",2009-01-12,0.91,0.853,0.416,NA,0.37,"Luxembourg","Luksemburg"
"16598","LU",2009-01-05,0.861,0.789,0.374,NA,0.37,"Luxembourg","Luksemburg"
"16599","LU",2008-12-15,0.911,0.844,0.428,NA,0.394,"Luxembourg","Luksemburg"
"16600","LU",2008-12-08,0.966,0.88,0.475,NA,0.394,"Luxembourg","Luksemburg"
"16601","LU",2008-12-01,0.937,0.909,0.507,NA,0.405,"Luxembourg","Luksemburg"
"16602","LU",2008-11-24,0.967,0.949,0.53,NA,0.42,"Luxembourg","Luksemburg"
"16603","LU",2008-11-17,0.993,0.972,0.557,NA,0.42,"Luxembourg","Luksemburg"
"16604","LU",2008-11-10,1.01,0.999,0.582,NA,0.459,"Luxembourg","Luksemburg"
"16605","LU",2008-11-03,1.01,0.999,0.582,NA,0.459,"Luxembourg","Luksemburg"
"16606","LU",2008-10-27,1.054,0.999,0.601,NA,0.465,"Luxembourg","Luksemburg"
"16607","LU",2008-10-20,1.105,1.051,0.618,NA,0.538,"Luxembourg","Luksemburg"
"16608","LU",2008-10-13,1.164,1.1,0.68,NA,0.538,"Luxembourg","Luksemburg"
"16609","LU",2008-10-06,1.191,1.139,0.717,NA,0.555,"Luxembourg","Luksemburg"
"16610","LU",2008-09-29,1.212,1.139,0.737,NA,0.555,"Luxembourg","Luksemburg"
"16611","LU",2008-09-22,1.239,1.101,0.704,NA,0.599,"Luxembourg","Luksemburg"
"16612","LU",2008-09-15,1.244,1.147,0.747,NA,0.599,"Luxembourg","Luksemburg"
"16613","LU",2008-09-08,1.244,1.147,0.747,NA,0.578,"Luxembourg","Luksemburg"
"16614","LU",2008-09-01,1.269,1.175,0.768,NA,0.551,"Luxembourg","Luksemburg"
"16615","LU",2008-08-25,1.24,1.149,0.751,NA,0.551,"Luxembourg","Luksemburg"
"16616","LU",2008-08-18,1.24,1.149,0.751,NA,0.557,"Luxembourg","Luksemburg"
"16617","LU",2008-08-11,1.24,1.149,0.751,NA,0.557,"Luxembourg","Luksemburg"
"16618","LU",2008-08-04,1.263,1.194,0.795,NA,0.578,"Luxembourg","Luksemburg"
"16619","LU",2008-07-28,1.263,1.249,0.847,NA,0.596,"Luxembourg","Luksemburg"
"16620","LU",2008-07-21,1.292,1.299,0.865,NA,0.596,"Luxembourg","Luksemburg"
"16621","LU",2008-07-14,1.322,1.274,0.865,NA,0.607,"Luxembourg","Luksemburg"
"16622","LU",2008-07-07,1.322,1.274,0.866,NA,0.592,"Luxembourg","Luksemburg"
"16623","LU",2008-06-30,1.322,1.258,0.852,NA,0.592,"Luxembourg","Luksemburg"
"16624","LU",2008-06-23,1.322,1.258,0.852,NA,0.585,"Luxembourg","Luksemburg"
"16625","LU",2008-06-16,1.322,1.28,0.876,NA,0.585,"Luxembourg","Luksemburg"
"16626","LU",2008-06-09,1.31,1.24,0.814,NA,0.567,"Luxembourg","Luksemburg"
"16627","LU",2008-06-02,1.296,1.275,0.869,NA,0.567,"Luxembourg","Luksemburg"
"16628","LU",2008-05-26,1.282,1.267,0.869,NA,0.567,"Luxembourg","Luksemburg"
"16629","LU",2008-05-19,1.265,1.267,0.843,NA,0.567,"Luxembourg","Luksemburg"
"16630","LU",2008-05-12,1.265,1.21,0.809,NA,0.554,"Luxembourg","Luksemburg"
"16631","LU",2008-05-05,1.248,1.196,0.77,NA,0.554,"Luxembourg","Luksemburg"
"16632","LU",2008-04-28,1.23,1.153,0.742,NA,0.536,"Luxembourg","Luksemburg"
"16633","LU",2008-04-21,1.206,1.138,0.727,NA,0.536,"Luxembourg","Luksemburg"
"16634","LU",2008-04-14,1.206,1.124,0.712,NA,0.531,"Luxembourg","Luksemburg"
"16635","LU",2008-04-07,1.193,1.085,0.681,NA,0.539,"Luxembourg","Luksemburg"
"16636","LU",2008-03-31,1.193,1.106,0.681,NA,0.539,"Luxembourg","Luksemburg"
"16637","LU",2008-03-17,1.188,1.133,0.702,NA,0.548,"Luxembourg","Luksemburg"
"16638","LU",2008-03-10,1.188,1.108,0.677,NA,0.552,"Luxembourg","Luksemburg"
"16639","LU",2008-03-03,1.188,1.083,0.677,NA,0.553,"Luxembourg","Luksemburg"
"16640","LU",2008-02-25,1.208,1.083,0.677,NA,0.553,"Luxembourg","Luksemburg"
"16641","LU",2008-02-18,1.171,1.048,0.657,NA,0.553,"Luxembourg","Luksemburg"
"16642","LU",2008-02-11,1.143,1.016,0.623,NA,0.553,"Luxembourg","Luksemburg"
"16643","LU",2008-02-04,1.154,1.016,0.623,NA,0.553,"Luxembourg","Luksemburg"
"16644","LU",2008-01-28,1.154,1.016,0.623,NA,0.566,"Luxembourg","Luksemburg"
"16645","LU",2008-01-21,1.154,1.016,0.623,NA,0.566,"Luxembourg","Luksemburg"
"16646","LU",2008-01-14,1.185,1.042,0.648,NA,0.579,"Luxembourg","Luksemburg"
"16647","LU",2008-01-07,1.185,1.042,0.648,NA,0.579,"Luxembourg","Luksemburg"
"16648","LU",2007-12-17,1.146,1.007,0.622,NA,0.582,"Luxembourg","Luksemburg"
"16649","LU",2007-12-10,1.146,1.007,0.622,NA,0.582,"Luxembourg","Luksemburg"
"16650","LU",2007-12-03,1.165,1.051,0.644,NA,0.588,"Luxembourg","Luksemburg"
"16651","LU",2007-11-26,1.165,1.074,0.659,NA,0.588,"Luxembourg","Luksemburg"
"16652","LU",2007-11-19,1.165,1.04,0.639,NA,0.572,"Luxembourg","Luksemburg"
"16653","LU",2007-11-12,1.187,1.068,0.639,NA,0.553,"Luxembourg","Luksemburg"
"16654","LU",2007-11-05,1.165,1.007,0.617,NA,0.546,"Luxembourg","Luksemburg"
"16655","LU",2007-10-29,1.141,0.986,0.594,NA,0.546,"Luxembourg","Luksemburg"
"16656","LU",2007-10-22,1.141,0.986,0.578,NA,0.546,"Luxembourg","Luksemburg"
"16657","LU",2007-10-15,1.12,0.953,0.562,NA,0.534,"Luxembourg","Luksemburg"
"16658","LU",2007-10-08,1.105,0.953,0.562,NA,0.516,"Luxembourg","Luksemburg"
"16659","LU",2007-10-01,1.131,0.971,0.578,NA,0.516,"Luxembourg","Luksemburg"
"16660","LU",2007-09-24,1.144,0.971,0.578,NA,0.498,"Luxembourg","Luksemburg"
"16661","LU",2007-09-17,1.118,0.958,0.578,NA,0.498,"Luxembourg","Luksemburg"
"16662","LU",2007-09-10,1.146,0.958,0.563,NA,0.498,"Luxembourg","Luksemburg"
"16663","LU",2007-09-03,1.129,0.939,0.547,NA,0.487,"Luxembourg","Luksemburg"
"16664","LU",2007-08-27,1.121,0.922,0.547,NA,0.487,"Luxembourg","Luksemburg"
"16665","LU",2007-08-20,1.107,0.922,0.533,NA,0.487,"Luxembourg","Luksemburg"
"16666","LU",2007-08-13,1.12,0.922,0.533,NA,0.487,"Luxembourg","Luksemburg"
"16667","LU",2007-08-06,1.134,0.944,0.557,NA,0.487,"Luxembourg","Luksemburg"
"16668","LU",2007-07-30,1.134,0.944,0.557,NA,0.474,"Luxembourg","Luksemburg"
"16669","LU",2007-07-23,1.155,0.944,0.557,NA,0.474,"Luxembourg","Luksemburg"
"16670","LU",2007-07-16,1.18,0.944,0.557,NA,0.469,"Luxembourg","Luksemburg"
"16671","LU",2007-07-09,1.162,0.944,0.54,NA,0.469,"Luxembourg","Luksemburg"
"16672","LU",2007-07-02,1.162,0.944,0.54,NA,0.469,"Luxembourg","Luksemburg"
"16673","LU",2007-06-25,1.181,0.944,0.54,NA,0.473,"Luxembourg","Luksemburg"
"16674","LU",2007-06-18,1.162,0.924,0.522,NA,0.473,"Luxembourg","Luksemburg"
"16675","LU",2007-06-11,1.162,0.924,0.522,NA,0.483,"Luxembourg","Luksemburg"
"16676","LU",2007-06-04,1.177,0.924,0.522,NA,0.483,"Luxembourg","Luksemburg"
"16677","LU",2007-05-28,1.194,0.924,0.522,NA,0.474,"Luxembourg","Luksemburg"
"16678","LU",2007-05-21,1.175,0.909,0.509,NA,0.457,"Luxembourg","Luksemburg"
"16679","LU",2007-05-14,1.159,0.909,0.509,NA,0.457,"Luxembourg","Luksemburg"
"16680","LU",2007-05-07,1.186,0.909,0.509,NA,0.457,"Luxembourg","Luksemburg"
"16681","LU",2007-04-30,1.165,0.896,0.509,NA,0.464,"Luxembourg","Luksemburg"
"16682","LU",2007-04-23,1.132,0.896,0.497,NA,0.464,"Luxembourg","Luksemburg"
"16683","LU",2007-04-16,1.132,0.903,0.517,NA,0.464,"Luxembourg","Luksemburg"
"16684","LU",2007-04-02,1.108,0.903,0.491,NA,0.461,"Luxembourg","Luksemburg"
"16685","LU",2007-03-26,1.083,0.883,0.474,NA,0.46,"Luxembourg","Luksemburg"
"16686","LU",2007-03-19,1.083,0.883,0.487,NA,0.46,"Luxembourg","Luksemburg"
"16687","LU",2007-03-12,1.083,0.883,0.487,NA,0.46,"Luxembourg","Luksemburg"
"16688","LU",2007-03-05,1.083,0.883,0.487,NA,0.454,"Luxembourg","Luksemburg"
"16689","LU",2007-02-26,1.029,0.869,0.463,NA,0.454,"Luxembourg","Luksemburg"
"16690","LU",2007-02-19,1.029,0.869,0.476,NA,0.454,"Luxembourg","Luksemburg"
"16691","LU",2007-02-12,1.029,0.869,0.476,NA,0.448,"Luxembourg","Luksemburg"
"16692","LU",2007-02-05,1.011,0.869,0.459,NA,0.448,"Luxembourg","Luksemburg"
"16693","LU",2007-01-29,0.994,0.845,0.441,NA,0.452,"Luxembourg","Luksemburg"
"16694","LU",2007-01-22,0.994,0.833,0.441,NA,0.452,"Luxembourg","Luksemburg"
"16695","LU",2007-01-15,1.009,0.847,0.457,NA,0.452,"Luxembourg","Luksemburg"
"16696","LU",2007-01-08,1.03,0.847,0.457,NA,0.452,"Luxembourg","Luksemburg"
"16697","LU",2006-12-18,1.023,0.876,0.494,NA,0.452,"Luxembourg","Luksemburg"
"16698","LU",2006-12-11,1.023,0.876,0.494,NA,0.452,"Luxembourg","Luksemburg"
"16699","LU",2006-12-04,1.005,0.876,0.494,NA,0.452,"Luxembourg","Luksemburg"
"16700","LU",2006-11-27,1.005,0.876,0.494,NA,0.466,"Luxembourg","Luksemburg"
"16701","LU",2006-11-20,1.005,0.876,0.494,NA,0.459,"Luxembourg","Luksemburg"
"16702","LU",2006-11-13,1.005,0.861,0.494,NA,0.459,"Luxembourg","Luksemburg"
"16703","LU",2006-11-06,0.988,0.861,0.48,NA,0.459,"Luxembourg","Luksemburg"
"16704","LU",2006-10-30,1.008,0.891,0.497,NA,0.459,"Luxembourg","Luksemburg"
"16705","LU",2006-10-23,1.008,0.891,0.515,NA,0.464,"Luxembourg","Luksemburg"
"16706","LU",2006-10-16,1.008,0.891,0.5,NA,0.464,"Luxembourg","Luksemburg"
"16707","LU",2006-10-09,1.008,0.878,0.512,NA,0.463,"Luxembourg","Luksemburg"
"16708","LU",2006-10-02,1.008,0.878,0.49,NA,0.463,"Luxembourg","Luksemburg"
"16709","LU",2006-09-25,1.026,0.878,0.505,NA,0.475,"Luxembourg","Luksemburg"
"16710","LU",2006-09-18,1.039,0.878,0.505,NA,0.486,"Luxembourg","Luksemburg"
"16711","LU",2006-09-11,1.052,0.937,0.565,NA,0.486,"Luxembourg","Luksemburg"
"16712","LU",2006-09-04,1.07,0.968,0.565,NA,0.486,"Luxembourg","Luksemburg"
"16713","LU",2006-08-28,1.133,0.951,0.582,NA,0.477,"Luxembourg","Luksemburg"
"16714","LU",2006-08-21,1.132,0.974,0.582,NA,0.477,"Luxembourg","Luksemburg"
"16715","LU",2006-08-14,1.183,0.974,0.582,NA,0.477,"Luxembourg","Luksemburg"
"16716","LU",2006-08-07,1.183,0.974,0.582,NA,0.477,"Luxembourg","Luksemburg"
"16717","LU",2006-07-31,1.183,0.946,0.564,NA,0.477,"Luxembourg","Luksemburg"
"16718","LU",2006-07-24,1.205,0.953,0.587,NA,0.471,"Luxembourg","Luksemburg"
"16719","LU",2006-07-17,1.177,0.953,0.573,NA,0.471,"Luxembourg","Luksemburg"
"16720","LU",2006-07-10,1.177,0.964,0.573,NA,0.46,"Luxembourg","Luksemburg"
"16721","LU",2006-07-03,1.158,0.948,0.573,NA,0.46,"Luxembourg","Luksemburg"
"16722","LU",2006-06-26,1.139,0.948,0.559,NA,0.448,"Luxembourg","Luksemburg"
"16723","LU",2006-06-19,1.139,0.948,0.559,NA,0.448,"Luxembourg","Luksemburg"
"16724","LU",2006-06-12,1.159,0.948,0.559,NA,0.445,"Luxembourg","Luksemburg"
"16725","LU",2006-06-05,1.136,0.948,0.559,NA,0.445,"Luxembourg","Luksemburg"
"16726","LU",2006-05-29,1.115,0.934,0.559,NA,0.445,"Luxembourg","Luksemburg"
"16727","LU",2006-05-22,1.115,0.947,0.559,NA,0.452,"Luxembourg","Luksemburg"
"16728","LU",2006-05-15,1.133,0.947,0.559,NA,0.452,"Luxembourg","Luksemburg"
"16729","LU",2006-05-08,1.156,0.959,0.588,NA,0.452,"Luxembourg","Luksemburg"
"16730","LU",2006-05-01,1.156,0.972,0.588,NA,0.452,"Luxembourg","Luksemburg"
"16731","LU",2006-04-24,1.156,0.972,0.575,NA,0.473,"Luxembourg","Luksemburg"
"16732","LU",2006-04-10,1.117,0.936,0.555,NA,0.488,"Luxembourg","Luksemburg"
"16733","LU",2006-04-03,1.096,0.923,0.542,NA,0.47,"Luxembourg","Luksemburg"
"16734","LU",2006-03-27,1.077,0.91,0.542,NA,0.47,"Luxembourg","Luksemburg"
"16735","LU",2006-03-20,1.077,0.91,0.542,NA,0.474,"Luxembourg","Luksemburg"
"16736","LU",2006-03-13,1.034,0.91,0.542,NA,0.475,"Luxembourg","Luksemburg"
"16737","LU",2006-03-06,1.047,0.924,0.527,NA,0.475,"Luxembourg","Luksemburg"
"16738","LU",2006-02-27,1.047,0.902,0.515,NA,0.486,"Luxembourg","Luksemburg"
"16739","LU",2006-02-20,1.03,0.882,0.515,NA,0.486,"Luxembourg","Luksemburg"
"16740","LU",2006-02-13,1.05,0.898,0.515,NA,0.503,"Luxembourg","Luksemburg"
"16741","LU",2006-02-06,1.07,0.898,0.535,NA,0.517,"Luxembourg","Luksemburg"
"16742","LU",2006-01-30,1.046,0.898,0.521,NA,0.517,"Luxembourg","Luksemburg"
"16743","LU",2006-01-23,1.066,0.898,0.521,NA,0.517,"Luxembourg","Luksemburg"
"16744","LU",2006-01-16,1.066,0.881,0.504,NA,0.513,"Luxembourg","Luksemburg"
"16745","LU",2006-01-09,1.066,0.881,0.524,NA,0.513,"Luxembourg","Luksemburg"
"16746","LU",2005-12-19,1.047,0.874,0.513,NA,0.493,"Luxembourg","Luksemburg"
"16747","LU",2005-12-12,1.024,0.857,0.496,NA,0.493,"Luxembourg","Luksemburg"
"16748","LU",2005-12-05,1.024,0.857,0.496,NA,0.478,"Luxembourg","Luksemburg"
"16749","LU",2005-11-28,1.024,0.87,0.503,NA,0.467,"Luxembourg","Luksemburg"
"16750","LU",2005-11-21,1.024,0.89,0.503,NA,0.467,"Luxembourg","Luksemburg"
"16751","LU",2005-11-14,1.044,0.89,0.529,NA,0.488,"Luxembourg","Luksemburg"
"16752","LU",2005-11-07,1.044,0.89,0.529,NA,0.488,"Luxembourg","Luksemburg"
"16753","LU",2005-10-24,1.068,0.935,0.552,NA,0.504,"Luxembourg","Luksemburg"
"16754","LU",2005-10-17,1.092,0.935,0.575,NA,0.504,"Luxembourg","Luksemburg"
"16755","LU",2005-10-10,1.138,0.957,0.575,NA,0.504,"Luxembourg","Luksemburg"
"16756","LU",2005-10-03,1.17,0.957,0.597,NA,0.485,"Luxembourg","Luksemburg"
"16757","LU",2005-09-26,1.135,0.935,0.571,NA,0.485,"Luxembourg","Luksemburg"
"16758","LU",2005-09-19,1.115,0.899,0.537,NA,0.474,"Luxembourg","Luksemburg"
"16759","LU",2005-09-12,1.161,0.942,0.576,NA,0.447,"Luxembourg","Luksemburg"
"16760","LU",2005-09-05,1.243,0.961,0.599,NA,0.447,"Luxembourg","Luksemburg"
"16761","LU",2005-08-29,1.109,0.925,0.548,170.59,0.431,"Luxembourg","Luksemburg"
"16762","LU",2005-08-22,1.109,0.925,0.548,170.59,0.431,"Luxembourg","Luksemburg"
"16763","LU",2005-08-15,1.075,0.875,0.505,170.59,0.418,"Luxembourg","Luksemburg"
"16764","LU",2005-08-08,1.075,0.875,0.505,170.59,0.418,"Luxembourg","Luksemburg"
"16765","LU",2005-08-01,1.075,0.875,0.505,170.59,0.418,"Luxembourg","Luksemburg"
"16766","LU",2005-07-25,1.075,0.875,0.505,170.59,0.411,"Luxembourg","Luksemburg"
"16767","LU",2005-07-18,1.075,0.875,0.519,170.59,0.411,"Luxembourg","Luksemburg"
"16768","LU",2005-07-11,1.075,0.891,0.535,170.59,0.411,"Luxembourg","Luksemburg"
"16769","LU",2005-07-04,1.045,0.865,0.508,170.59,0.411,"Luxembourg","Luksemburg"
"16770","LU",2005-06-27,1.045,0.865,0.508,170.59,0.402,"Luxembourg","Luksemburg"
"16771","LU",2005-06-20,1.024,0.865,0.508,170.59,0.402,"Luxembourg","Luksemburg"
"16772","LU",2005-06-13,1.007,0.845,0.488,170.59,0.393,"Luxembourg","Luksemburg"
"16773","LU",2005-06-06,1.007,0.806,0.472,170.59,0.393,"Luxembourg","Luksemburg"
"16774","LU",2005-05-30,0.978,0.793,0.442,170.59,0.382,"Luxembourg","Luksemburg"
"16775","LU",2005-05-23,0.978,0.772,0.418,170.59,0.382,"Luxembourg","Luksemburg"
"16776","LU",2005-05-16,0.978,0.79,0.44,170.59,0.395,"Luxembourg","Luksemburg"
"16777","LU",2005-05-09,0.99,0.804,0.44,170.59,0.395,"Luxembourg","Luksemburg"
"16778","LU",2005-05-02,1.008,0.82,0.452,170.59,0.395,"Luxembourg","Luksemburg"
"16779","LU",2005-04-25,0.986,0.799,0.452,170.59,0.402,"Luxembourg","Luksemburg"
"16780","LU",2005-04-18,0.986,0.816,0.452,170.59,0.419,"Luxembourg","Luksemburg"
"16781","LU",2005-04-11,1.033,0.848,0.485,170.59,0.419,"Luxembourg","Luksemburg"
"16782","LU",2005-04-04,0.998,0.806,0.438,170.59,0.419,"Luxembourg","Luksemburg"
"16783","LU",2005-03-21,0.953,0.806,0.438,170.59,0.419,"Luxembourg","Luksemburg"
"16784","LU",2005-03-14,0.953,0.791,0.453,170.59,0.419,"Luxembourg","Luksemburg"
"16785","LU",2005-03-07,0.938,0.791,0.453,170.59,0.411,"Luxembourg","Luksemburg"
"16786","LU",2005-02-28,0.924,0.772,0.402,170.59,0.411,"Luxembourg","Luksemburg"
"16787","LU",2005-02-21,0.939,0.728,0.383,170.59,0.396,"Luxembourg","Luksemburg"
"16788","LU",2005-02-14,0.923,0.728,0.383,170.59,0.396,"Luxembourg","Luksemburg"
"16789","LU",2005-02-07,0.943,0.744,0.397,170.59,0.396,"Luxembourg","Luksemburg"
"16790","LU",2005-01-31,0.943,0.744,0.397,170.59,0.391,"Luxembourg","Luksemburg"
"16791","LU",2005-01-24,0.922,0.724,0.377,170.59,0.391,"Luxembourg","Luksemburg"
"16792","LU",2005-01-17,0.902,0.724,0.377,170.59,0.391,"Luxembourg","Luksemburg"
"16793","LU",2005-01-10,0.877,0.724,0.355,170.59,0.391,"Luxembourg","Luksemburg"
"16794","LU",2005-01-03,0.877,0.724,0.368,172.59,0.407,"Luxembourg","Luksemburg"
"16795","LV",2024-06-03,1.694,1.594,1.119,NA,0.716,"Latvia","Łotwa"
"16796","LV",2024-05-27,1.699,1.598,1.123,NA,0.717,"Latvia","Łotwa"
"16797","LV",2024-05-20,1.703,1.603,1.128,NA,0.718,"Latvia","Łotwa"
"16798","LV",2024-05-13,1.726,1.63,1.154,NA,0.717,"Latvia","Łotwa"
"16799","LV",2024-05-06,1.728,1.67,1.216,NA,0.713,"Latvia","Łotwa"
"16800","LV",2024-04-29,1.75,1.674,1.199,NA,0.719,"Latvia","Łotwa"
"16801","LV",2024-04-22,1.752,1.692,1.216,NA,0.719,"Latvia","Łotwa"
"16802","LV",2024-04-15,1.752,1.692,1.217,NA,0.722,"Latvia","Łotwa"
"16803","LV",2024-04-08,1.753,1.695,1.22,NA,0.718,"Latvia","Łotwa"
