"","country_code","date","pb95","diesel","heating_gasoil","heavy_fuel_oil","lpg","country_name","country_name_pl"
"1","AT",2024-06-03,1.615,1.589,1.157,831.5,NA,"Austria","Austria"
"2","AT",2024-05-27,1.63,1.599,1.16,831.5,NA,"Austria","Austria"
"3","AT",2024-05-20,1.628,1.597,1.165,831.5,NA,"Austria","Austria"
"4","AT",2024-05-13,1.65,1.61,1.177,831.5,NA,"Austria","Austria"
"5","AT",2024-05-06,1.66,1.622,1.188,831.5,NA,"Austria","Austria"
"6","AT",2024-04-29,1.673,1.641,1.204,831.5,NA,"Austria","Austria"
"7","AT",2024-04-22,1.678,1.685,1.214,831.5,NA,"Austria","Austria"
"8","AT",2024-04-15,1.678,1.69,1.226,831.5,NA,"Austria","Austria"
"9","AT",2024-04-08,1.665,1.696,1.214,831.5,NA,"Austria","Austria"
"10","AT",2024-04-01,1.637,1.679,1.213,831.5,NA,"Austria","Austria"
"11","AT",2024-03-25,1.61,1.681,1.217,831.5,NA,"Austria","Austria"
"12","AT",2024-03-18,1.596,1.672,1.212,825.5,NA,"Austria","Austria"
"13","AT",2024-03-11,1.596,1.679,1.219,827.5,NA,"Austria","Austria"
"14","AT",2024-03-04,1.597,1.69,1.233,827.5,NA,"Austria","Austria"
"15","AT",2024-02-26,1.594,1.71,1.251,827.5,NA,"Austria","Austria"
"16","AT",2024-02-19,1.6,1.725,1.264,827.5,NA,"Austria","Austria"
"17","AT",2024-02-12,1.579,1.704,1.259,827.5,NA,"Austria","Austria"
"18","AT",2024-02-05,1.573,1.686,1.233,827.5,NA,"Austria","Austria"
"19","AT",2024-01-29,1.561,1.667,1.214,794.5,NA,"Austria","Austria"
"20","AT",2024-01-22,1.538,1.645,1.198,788.5,NA,"Austria","Austria"
"21","AT",2024-01-15,1.532,1.634,1.2,788.5,NA,"Austria","Austria"
"22","AT",2024-01-08,1.534,1.636,1.202,788.5,NA,"Austria","Austria"
"23","AT",2024-01-01,1.478,1.594,1.201,738,NA,"Austria","Austria"
"24","AT",2023-12-25,1.478,1.594,1.201,738,NA,"Austria","Austria"
"25","AT",2023-12-18,1.483,1.589,1.186,738,NA,"Austria","Austria"
"26","AT",2023-12-11,1.506,1.617,1.201,782,NA,"Austria","Austria"
"27","AT",2023-12-04,1.544,1.653,1.209,782,NA,"Austria","Austria"
"28","AT",2023-11-20,1.556,1.663,1.235,782,NA,"Austria","Austria"
"29","AT",2023-11-13,1.581,1.699,1.258,782,NA,"Austria","Austria"
"30","AT",2023-11-06,1.6,1.735,1.304,807,NA,"Austria","Austria"
"31","AT",2023-10-30,1.601,1.733,1.314,820,NA,"Austria","Austria"
"32","AT",2023-10-23,1.617,1.745,1.33,820,NA,"Austria","Austria"
"33","AT",2023-10-16,1.63,1.75,1.325,820,NA,"Austria","Austria"
"34","AT",2023-10-09,1.663,1.773,1.309,820,NA,"Austria","Austria"
"35","AT",2023-10-02,1.692,1.792,1.356,820,NA,"Austria","Austria"
"36","AT",2023-09-25,1.712,1.794,1.344,820,NA,"Austria","Austria"
"37","AT",2023-09-18,1.718,1.796,1.339,820,NA,"Austria","Austria"
"38","AT",2023-09-11,1.699,1.745,1.305,789,NA,"Austria","Austria"
"39","AT",2023-09-04,1.696,1.714,1.267,789,NA,"Austria","Austria"
"40","AT",2023-08-28,1.691,1.707,1.264,789,NA,"Austria","Austria"
"41","AT",2023-08-21,1.677,1.692,1.255,795,NA,"Austria","Austria"
"42","AT",2023-08-14,1.672,1.691,1.261,812,NA,"Austria","Austria"
"43","AT",2023-08-07,1.65,1.661,1.217,794,NA,"Austria","Austria"
"44","AT",2023-07-31,1.628,1.609,1.167,739,NA,"Austria","Austria"
"45","AT",2023-07-24,1.588,1.558,1.109,739,NA,"Austria","Austria"
"46","AT",2023-07-17,1.583,1.559,1.103,739,NA,"Austria","Austria"
"47","AT",2023-07-10,1.557,1.531,1.092,739,NA,"Austria","Austria"
"48","AT",2023-07-03,1.565,1.521,1.086,727,NA,"Austria","Austria"
"49","AT",2023-06-26,1.577,1.53,1.087,728,NA,"Austria","Austria"
"50","AT",2023-06-19,1.571,1.508,1.091,722,NA,"Austria","Austria"
"51","AT",2023-06-12,1.583,1.506,1.086,722,NA,"Austria","Austria"
"52","AT",2023-06-05,1.567,1.487,1.075,722,NA,"Austria","Austria"
"53","AT",2023-05-29,1.569,1.499,1.075,722,NA,"Austria","Austria"
"54","AT",2023-05-22,1.55,1.488,1.079,711,NA,"Austria","Austria"
"55","AT",2023-05-15,1.555,1.492,1.078,711,NA,"Austria","Austria"
"56","AT",2023-05-08,1.555,1.496,1.08,711,NA,"Austria","Austria"
"57","AT",2023-05-01,1.581,1.534,1.112,743,NA,"Austria","Austria"
"58","AT",2023-04-24,1.603,1.568,1.136,754,NA,"Austria","Austria"
"59","AT",2023-04-17,1.616,1.58,1.164,764,NA,"Austria","Austria"
"60","AT",2023-04-10,1.623,1.605,1.172,759,NA,"Austria","Austria"
"61","AT",2023-04-03,1.576,1.585,1.164,739,NA,"Austria","Austria"
"62","AT",2023-03-27,1.557,1.6,1.173,724,NA,"Austria","Austria"
"63","AT",2023-03-20,1.563,1.614,1.178,745,NA,"Austria","Austria"
"64","AT",2023-03-13,1.592,1.646,1.214,788,NA,"Austria","Austria"
"65","AT",2023-03-06,1.59,1.664,1.232,778,NA,"Austria","Austria"
"66","AT",2023-02-27,1.581,1.645,1.223,766,NA,"Austria","Austria"
"67","AT",2023-02-20,1.587,1.669,1.237,789,NA,"Austria","Austria"
"68","AT",2023-02-13,1.574,1.682,1.254,772,NA,"Austria","Austria"
"69","AT",2023-02-06,1.583,1.722,1.281,796,NA,"Austria","Austria"
"70","AT",2023-01-30,1.608,1.779,1.334,804,NA,"Austria","Austria"
"71","AT",2023-01-23,1.589,1.762,1.321,775,NA,"Austria","Austria"
"72","AT",2023-01-16,1.567,1.74,1.318,744,NA,"Austria","Austria"
"73","AT",2023-01-09,1.57,1.743,1.34,740,NA,"Austria","Austria"
"74","AT",2023-01-02,1.492,1.685,1.378,740,NA,"Austria","Austria"
"75","AT",2022-12-26,1.454,1.654,1.356,721.9,NA,"Austria","Austria"
"76","AT",2022-12-19,1.468,1.666,1.348,715.9,NA,"Austria","Austria"
"77","AT",2022-12-12,1.502,1.69,1.326,740.9,NA,"Austria","Austria"
"78","AT",2022-12-05,1.547,1.735,1.362,768.9,NA,"Austria","Austria"
"79","AT",2022-11-28,1.597,1.787,1.408,768.9,NA,"Austria","Austria"
"80","AT",2022-11-21,1.666,1.852,1.515,815.9,NA,"Austria","Austria"
"81","AT",2022-11-14,1.715,1.937,1.515,877.9,NA,"Austria","Austria"
"82","AT",2022-11-07,1.736,2.022,1.602,866.9,NA,"Austria","Austria"
"83","AT",2022-10-31,1.753,2.042,1.654,774.7,NA,"Austria","Austria"
"84","AT",2022-10-24,1.764,2.045,1.675,777.7,NA,"Austria","Austria"
"85","AT",2022-10-17,1.786,2.048,1.714,806.7,NA,"Austria","Austria"
"86","AT",2022-10-10,1.76,2.007,1.695,798.7,NA,"Austria","Austria"
"87","AT",2022-10-03,1.724,1.955,1.673,786.7,NA,"Austria","Austria"
"88","AT",2022-09-26,1.679,1.917,1.613,786.7,NA,"Austria","Austria"
"89","AT",2022-09-19,1.705,1.933,1.577,786.7,NA,"Austria","Austria"
"90","AT",2022-09-12,1.751,1.958,1.577,816.7,NA,"Austria","Austria"
"91","AT",2022-09-05,1.744,1.9,1.57,816,NA,"Austria","Austria"
"92","AT",2022-08-29,1.758,1.865,1.576,838.7,NA,"Austria","Austria"
"93","AT",2022-08-22,1.765,1.799,1.525,820.7,NA,"Austria","Austria"
"94","AT",2022-08-15,1.761,1.77,1.513,826.7,NA,"Austria","Austria"
"95","AT",2022-08-08,1.86,1.866,1.531,838.7,NA,"Austria","Austria"
"96","AT",2022-08-01,1.964,1.976,1.584,835.7,NA,"Austria","Austria"
"97","AT",2022-07-25,1.996,2.01,1.589,830.7,NA,"Austria","Austria"
"98","AT",2022-07-18,2.04,2.036,1.605,808.7,NA,"Austria","Austria"
"99","AT",2022-07-11,2.1,2.092,1.543,817.7,NA,"Austria","Austria"
"100","AT",2022-07-04,2.086,2.072,1.547,851.7,NA,"Austria","Austria"
"101","AT",2022-06-27,2.102,2.079,1.576,846.7,NA,"Austria","Austria"
"102","AT",2022-06-20,2.089,2.069,1.582,889.7,NA,"Austria","Austria"
"103","AT",2022-06-13,2.048,2.023,1.566,862.7,NA,"Austria","Austria"
"104","AT",2022-06-06,1.988,1.923,1.496,818.7,NA,"Austria","Austria"
"105","AT",2022-05-30,1.826,1.826,1.369,794.7,NA,"Austria","Austria"
"106","AT",2022-05-23,1.808,1.839,1.365,794.7,NA,"Austria","Austria"
"107","AT",2022-05-16,1.774,1.858,1.394,774.7,NA,"Austria","Austria"
"108","AT",2022-05-09,1.755,1.875,1.433,793.7,NA,"Austria","Austria"
"109","AT",2022-05-02,1.732,1.859,1.393,780.7,NA,"Austria","Austria"
"110","AT",2022-04-25,1.719,1.832,1.344,771.7,NA,"Austria","Austria"
"111","AT",2022-04-11,1.689,1.797,1.329,775.7,NA,"Austria","Austria"
"112","AT",2022-04-04,1.716,1.843,1.401,816.7,NA,"Austria","Austria"
"113","AT",2022-03-28,1.756,1.898,1.554,832.7,NA,"Austria","Austria"
"114","AT",2022-03-21,1.738,1.828,1.583,789.7,NA,"Austria","Austria"
"115","AT",2022-03-14,1.987,2.023,1.776,874.7,NA,"Austria","Austria"
"116","AT",2022-03-07,1.691,1.719,1.453,730.7,NA,"Austria","Austria"
"117","AT",2022-02-28,1.528,1.52,1.049,646.7,NA,"Austria","Austria"
"118","AT",2022-02-21,1.478,1.464,0.99,635.7,NA,"Austria","Austria"
"119","AT",2022-02-14,1.47,1.457,0.989,628.7,NA,"Austria","Austria"
"120","AT",2022-02-07,1.453,1.441,0.979,615.7,NA,"Austria","Austria"
"121","AT",2022-01-31,1.439,1.43,0.953,597.7,NA,"Austria","Austria"
"122","AT",2022-01-24,1.427,1.418,0.931,587.7,NA,"Austria","Austria"
"123","AT",2022-01-17,1.418,1.408,0.909,567.7,NA,"Austria","Austria"
"124","AT",2022-01-10,1.406,1.395,0.882,554.7,NA,"Austria","Austria"
"125","AT",2022-01-03,1.395,1.38,0.863,532.7,NA,"Austria","Austria"
"126","AT",2021-12-20,1.398,1.389,0.844,535.7,NA,"Austria","Austria"
"127","AT",2021-12-13,1.397,1.388,0.84,533.7,NA,"Austria","Austria"
"128","AT",2021-12-06,1.405,1.392,0.835,517.7,NA,"Austria","Austria"
"129","AT",2021-11-29,1.426,1.407,0.863,558.7,NA,"Austria","Austria"
"130","AT",2021-11-22,1.425,1.406,0.877,558.7,NA,"Austria","Austria"
"131","AT",2021-11-15,1.438,1.418,0.895,558.7,NA,"Austria","Austria"
"132","AT",2021-11-08,1.427,1.411,0.893,563.7,NA,"Austria","Austria"
"133","AT",2021-11-01,1.41,1.402,0.896,570.7,NA,"Austria","Austria"
"134","AT",2021-10-25,1.404,1.398,0.898,570.7,NA,"Austria","Austria"
"135","AT",2021-10-18,1.398,1.38,0.893,570.7,NA,"Austria","Austria"
"136","AT",2021-10-11,1.382,1.353,0.87,562.7,NA,"Austria","Austria"
"137","AT",2021-10-04,1.342,1.307,0.83,545.7,NA,"Austria","Austria"
"138","AT",2021-09-27,1.325,1.277,0.802,520.7,NA,"Austria","Austria"
"139","AT",2021-09-20,1.321,1.259,0.782,520.7,NA,"Austria","Austria"
"140","AT",2021-09-13,1.325,1.252,0.762,509.7,NA,"Austria","Austria"
"141","AT",2021-09-06,1.323,1.25,0.763,496.7,NA,"Austria","Austria"
"142","AT",2021-08-30,1.326,1.252,0.749,486.7,NA,"Austria","Austria"
"143","AT",2021-08-23,1.32,1.24,0.734,486.7,NA,"Austria","Austria"
"144","AT",2021-08-16,1.328,1.248,0.746,499.7,NA,"Austria","Austria"
"145","AT",2021-08-09,1.33,1.248,0.747,499.7,NA,"Austria","Austria"
"146","AT",2021-08-02,1.329,1.249,0.758,501.7,NA,"Austria","Austria"
"147","AT",2021-07-26,1.317,1.243,0.754,492.7,NA,"Austria","Austria"
"148","AT",2021-07-19,1.312,1.239,0.758,509.7,NA,"Austria","Austria"
"149","AT",2021-07-12,1.307,1.245,0.757,503.7,NA,"Austria","Austria"
"150","AT",2021-07-05,1.283,1.227,0.755,498.7,NA,"Austria","Austria"
"151","AT",2021-06-28,1.278,1.224,0.75,492.7,NA,"Austria","Austria"
"152","AT",2021-06-21,1.267,1.213,0.739,477.7,NA,"Austria","Austria"
"153","AT",2021-06-14,1.253,1.203,0.727,470.7,NA,"Austria","Austria"
"154","AT",2021-06-07,1.25,1.194,0.723,455.7,NA,"Austria","Austria"
"155","AT",2021-05-31,1.245,1.188,0.712,447.7,NA,"Austria","Austria"
"156","AT",2021-05-24,1.243,1.186,0.708,452.7,NA,"Austria","Austria"
"157","AT",2021-05-17,1.246,1.187,0.711,461.7,NA,"Austria","Austria"
"158","AT",2021-05-10,1.254,1.19,0.71,467.7,NA,"Austria","Austria"
"159","AT",2021-05-03,1.236,1.173,0.692,460.7,NA,"Austria","Austria"
"160","AT",2021-04-26,1.232,1.17,0.686,465.7,NA,"Austria","Austria"
"161","AT",2021-04-19,1.225,1.168,0.69,459.7,NA,"Austria","Austria"
"162","AT",2021-04-12,1.218,1.163,0.679,457.7,NA,"Austria","Austria"
"163","AT",2021-03-29,1.214,1.167,0.681,457.7,NA,"Austria","Austria"
"164","AT",2021-03-22,1.209,1.163,0.688,481.7,NA,"Austria","Austria"
"165","AT",2021-03-15,1.216,1.168,0.704,488.7,NA,"Austria","Austria"
"166","AT",2021-03-08,1.196,1.156,0.696,474.7,NA,"Austria","Austria"
"167","AT",2021-03-01,1.181,1.147,0.685,468.7,NA,"Austria","Austria"
"168","AT",2021-02-22,1.166,1.135,0.679,461.7,NA,"Austria","Austria"
"169","AT",2021-02-15,1.15,1.123,0.662,454.7,NA,"Austria","Austria"
"170","AT",2021-02-08,1.143,1.101,0.652,431.7,NA,"Austria","Austria"
"171","AT",2021-02-01,1.125,1.085,0.626,496.44,NA,"Austria","Austria"
"172","AT",2021-01-25,1.128,1.088,0.627,413.7,NA,"Austria","Austria"
"173","AT",2021-01-18,1.119,1.083,0.622,400.7,NA,"Austria","Austria"
"174","AT",2021-01-11,1.093,1.069,0.612,390.7,NA,"Austria","Austria"
"175","AT",2020-12-21,1.072,1.043,0.595,378.7,NA,"Austria","Austria"
"176","AT",2020-12-14,1.072,1.041,0.588,378.7,NA,"Austria","Austria"
"177","AT",2020-12-07,1.073,1.042,0.578,373.7,NA,"Austria","Austria"
"178","AT",2020-11-30,1.061,1.027,0.569,373.7,NA,"Austria","Austria"
"179","AT",2020-11-23,1.063,1.021,0.552,367.7,NA,"Austria","Austria"
"180","AT",2020-11-16,1.041,1.001,0.55,361.7,NA,"Austria","Austria"
"181","AT",2020-11-09,1.041,0.994,0.531,338.7,NA,"Austria","Austria"
"182","AT",2020-11-02,1.048,0.99,0.525,343.7,NA,"Austria","Austria"
"183","AT",2020-10-26,1.052,0.986,0.536,355.7,NA,"Austria","Austria"
"184","AT",2020-10-19,1.059,1,0.541,349.7,NA,"Austria","Austria"
"185","AT",2020-10-12,1.065,1.006,0.542,349.7,NA,"Austria","Austria"
"186","AT",2020-10-05,1.066,1.008,0.532,340.7,NA,"Austria","Austria"
"187","AT",2020-09-28,1.063,1.009,0.53,340.7,NA,"Austria","Austria"
"188","AT",2020-09-21,1.065,1.015,0.536,325.7,NA,"Austria","Austria"
"189","AT",2020-09-14,1.066,1.019,0.541,332.7,NA,"Austria","Austria"
"190","AT",2020-09-07,1.07,1.026,0.558,346.7,NA,"Austria","Austria"
"191","AT",2020-08-31,1.074,1.031,0.563,346.7,NA,"Austria","Austria"
"192","AT",2020-08-24,1.061,1.024,0.568,346.7,NA,"Austria","Austria"
"193","AT",2020-08-17,1.062,1.028,0.574,340.7,NA,"Austria","Austria"
"194","AT",2020-08-10,1.058,1.026,0.575,334.7,NA,"Austria","Austria"
"195","AT",2020-08-03,1.059,1.03,0.582,340.7,NA,"Austria","Austria"
"196","AT",2020-07-27,1.061,1.028,0.582,340.7,NA,"Austria","Austria"
"197","AT",2020-07-20,1.059,1.031,0.583,340.7,NA,"Austria","Austria"
"198","AT",2020-07-13,1.056,1.027,0.592,340.7,NA,"Austria","Austria"
"199","AT",2020-07-06,1.046,1.017,0.592,333.7,NA,"Austria","Austria"
"200","AT",2020-06-29,1.048,1.019,0.591,340.7,NA,"Austria","Austria"
"201","AT",2020-06-22,1.035,1.01,0.6,324.7,NA,"Austria","Austria"
"202","AT",2020-06-15,1.021,0.999,0.591,324.7,NA,"Austria","Austria"
"203","AT",2020-06-08,1.014,0.991,0.592,317.7,NA,"Austria","Austria"
"204","AT",2020-06-01,1.011,0.984,0.588,293.7,NA,"Austria","Austria"
"205","AT",2020-05-25,1.006,0.983,0.594,281.7,NA,"Austria","Austria"
"206","AT",2020-05-18,0.992,0.978,0.586,275.7,NA,"Austria","Austria"
"207","AT",2020-05-11,1.019,0.996,0.589,262.7,NA,"Austria","Austria"
"208","AT",2020-05-04,1.022,0.998,0.587,262.7,NA,"Austria","Austria"
"209","AT",2020-04-27,1.035,1.012,0.589,262.7,NA,"Austria","Austria"
"210","AT",2020-04-20,1.043,1.026,0.616,262.7,NA,"Austria","Austria"
"211","AT",2020-04-06,1.086,1.06,0.623,256.7,NA,"Austria","Austria"
"212","AT",2020-03-30,1.083,1.063,0.625,256.7,NA,"Austria","Austria"
"213","AT",2020-03-23,1.085,1.06,0.635,262.7,NA,"Austria","Austria"
"214","AT",2020-03-16,1.071,1.053,0.655,311.7,NA,"Austria","Austria"
"215","AT",2020-03-09,1.157,1.117,0.663,393.7,NA,"Austria","Austria"
"216","AT",2020-03-02,1.184,1.138,0.679,418.7,NA,"Austria","Austria"
"217","AT",2020-02-24,1.211,1.171,0.725,450.7,NA,"Austria","Austria"
"218","AT",2020-02-17,1.196,1.16,0.72,450.7,NA,"Austria","Austria"
"219","AT",2020-02-10,1.201,1.176,0.712,450.7,NA,"Austria","Austria"
"220","AT",2020-02-03,1.212,1.186,0.727,483.7,NA,"Austria","Austria"
"221","AT",2020-01-27,1.225,1.202,0.753,504.7,NA,"Austria","Austria"
"222","AT",2020-01-20,1.233,1.209,0.776,519.7,NA,"Austria","Austria"
"223","AT",2020-01-13,1.243,1.221,0.794,544.7,NA,"Austria","Austria"
"224","AT",2020-01-06,1.238,1.221,0.81,518.7,NA,"Austria","Austria"
"225","AT",2019-12-16,1.228,1.199,0.788,477.7,NA,"Austria","Austria"
"226","AT",2019-12-09,1.246,1.21,0.785,451.7,NA,"Austria","Austria"
"227","AT",2019-12-02,1.243,1.205,0.786,451.7,NA,"Austria","Austria"
"228","AT",2019-11-25,1.239,1.204,0.781,451.7,NA,"Austria","Austria"
"229","AT",2019-11-18,1.238,1.207,0.785,451.7,NA,"Austria","Austria"
"230","AT",2019-11-11,1.244,1.205,0.783,451.7,NA,"Austria","Austria"
"231","AT",2019-11-04,1.233,1.202,0.782,451.7,NA,"Austria","Austria"
"232","AT",2019-10-28,1.233,1.205,0.785,446.7,NA,"Austria","Austria"
"233","AT",2019-10-21,1.232,1.202,0.79,451.7,NA,"Austria","Austria"
"234","AT",2019-10-14,1.239,1.206,0.797,458.7,NA,"Austria","Austria"
"235","AT",2019-10-07,1.248,1.21,0.8,452.7,NA,"Austria","Austria"
"236","AT",2019-09-30,1.244,1.216,0.816,452.7,NA,"Austria","Austria"
"237","AT",2019-09-23,1.269,1.231,0.826,451.7,NA,"Austria","Austria"
"238","AT",2019-09-16,1.245,1.2,0.81,424.7,NA,"Austria","Austria"
"239","AT",2019-09-09,1.246,1.197,0.788,416.7,NA,"Austria","Austria"
"240","AT",2019-09-02,1.233,1.181,0.78,416.7,NA,"Austria","Austria"
"241","AT",2019-08-26,1.239,1.18,0.78,404.7,NA,"Austria","Austria"
"242","AT",2019-08-19,1.237,1.176,0.776,391.7,NA,"Austria","Austria"
"243","AT",2019-08-12,1.247,1.18,0.767,414.7,NA,"Austria","Austria"
"244","AT",2019-08-05,1.266,1.198,0.788,462.7,NA,"Austria","Austria"
"245","AT",2019-07-29,1.263,1.194,0.79,456.7,NA,"Austria","Austria"
"246","AT",2019-07-22,1.266,1.192,0.785,473.7,NA,"Austria","Austria"
"247","AT",2019-07-15,1.274,1.208,0.798,477.7,NA,"Austria","Austria"
"248","AT",2019-07-08,1.269,1.207,0.782,468.7,NA,"Austria","Austria"
"249","AT",2019-07-01,1.254,1.195,0.793,460.7,NA,"Austria","Austria"
"250","AT",2019-06-24,1.246,1.187,0.787,444.7,NA,"Austria","Austria"
"251","AT",2019-06-17,1.263,1.197,0.769,444.7,NA,"Austria","Austria"
"252","AT",2019-06-10,1.267,1.197,0.768,457.7,NA,"Austria","Austria"
"253","AT",2019-06-03,1.305,1.237,0.801,457.7,NA,"Austria","Austria"
"254","AT",2019-05-27,1.313,1.249,0.816,469.7,NA,"Austria","Austria"
"255","AT",2019-05-20,1.306,1.249,0.839,470.7,NA,"Austria","Austria"
"256","AT",2019-05-13,1.296,1.244,0.826,470.7,NA,"Austria","Austria"
"257","AT",2019-05-06,1.288,1.238,0.827,482.7,NA,"Austria","Austria"
"258","AT",2019-04-29,1.292,1.246,0.826,491.7,NA,"Austria","Austria"
"259","AT",2019-04-15,1.271,1.232,0.814,480.7,NA,"Austria","Austria"
"260","AT",2019-04-08,1.244,1.222,0.807,480.7,NA,"Austria","Austria"
"261","AT",2019-04-01,1.224,1.214,0.792,466.7,NA,"Austria","Austria"
"262","AT",2019-03-25,1.204,1.205,0.793,472.7,NA,"Austria","Austria"
"263","AT",2019-03-18,1.207,1.208,0.799,472.7,NA,"Austria","Austria"
"264","AT",2019-03-11,1.202,1.21,0.803,466.7,NA,"Austria","Austria"
"265","AT",2019-03-04,1.189,1.215,0.802,466.7,NA,"Austria","Austria"
"266","AT",2019-02-25,1.197,1.212,0.799,472.7,NA,"Austria","Austria"
"267","AT",2019-02-18,1.178,1.199,0.793,457.7,NA,"Austria","Austria"
"268","AT",2019-02-11,1.167,1.19,0.777,445.7,NA,"Austria","Austria"
"269","AT",2019-02-04,1.16,1.178,0.774,433.7,NA,"Austria","Austria"
"270","AT",2019-01-28,1.169,1.18,0.772,433.7,NA,"Austria","Austria"
"271","AT",2019-01-21,1.168,1.212,0.768,418.7,NA,"Austria","Austria"
"272","AT",2019-01-14,1.169,1.177,0.764,411.7,NA,"Austria","Austria"
"273","AT",2019-01-07,1.172,1.175,0.749,380.7,NA,"Austria","Austria"
"274","AT",2018-12-17,1.212,1.219,0.779,426.7,NA,"Austria","Austria"
"275","AT",2018-12-10,1.242,1.245,0.797,438.7,NA,"Austria","Austria"
"276","AT",2018-12-03,1.282,1.284,0.808,438.7,NA,"Austria","Austria"
"277","AT",2018-11-26,1.31,1.312,0.852,463.7,NA,"Austria","Austria"
"278","AT",2018-11-19,1.313,1.315,0.899,496.7,NA,"Austria","Austria"
"279","AT",2018-11-12,1.317,1.319,0.917,496.7,NA,"Austria","Austria"
"280","AT",2018-11-05,1.329,1.323,0.92,517.7,NA,"Austria","Austria"
"281","AT",2018-10-29,1.325,1.321,0.929,517.7,NA,"Austria","Austria"
"282","AT",2018-10-22,1.331,1.324,0.918,517.7,NA,"Austria","Austria"
"283","AT",2018-10-15,1.336,1.319,0.913,530.7,NA,"Austria","Austria"
"284","AT",2018-10-08,1.334,1.308,0.905,522.7,NA,"Austria","Austria"
"285","AT",2018-10-01,1.328,1.28,0.872,490.7,NA,"Austria","Austria"
"286","AT",2018-09-24,1.327,1.275,0.847,484.7,NA,"Austria","Austria"
"287","AT",2018-09-17,1.324,1.274,0.853,484.7,NA,"Austria","Austria"
"288","AT",2018-09-10,1.316,1.266,0.851,483.7,NA,"Austria","Austria"
"289","AT",2018-09-03,1.31,1.25,0.838,477.7,NA,"Austria","Austria"
"290","AT",2018-08-27,1.297,1.235,0.824,477.7,NA,"Austria","Austria"
"291","AT",2018-08-20,1.298,1.232,0.812,477.7,NA,"Austria","Austria"
"292","AT",2018-08-13,1.294,1.226,0.811,482.7,NA,"Austria","Austria"
"293","AT",2018-08-06,1.289,1.224,0.803,488.7,NA,"Austria","Austria"
"294","AT",2018-07-30,1.283,1.228,0.807,482.7,NA,"Austria","Austria"
"295","AT",2018-07-23,1.28,1.225,0.795,475.7,NA,"Austria","Austria"
"296","AT",2018-07-16,1.287,1.233,0.801,492.7,NA,"Austria","Austria"
"297","AT",2018-07-09,1.292,1.243,0.811,492.7,NA,"Austria","Austria"
"298","AT",2018-07-02,1.288,1.24,0.813,479.7,NA,"Austria","Austria"
"299","AT",2018-06-25,1.281,1.232,0.799,477.7,NA,"Austria","Austria"
"300","AT",2018-06-18,1.294,1.243,0.808,477.7,NA,"Austria","Austria"
"301","AT",2018-06-11,1.295,1.244,0.816,477.7,NA,"Austria","Austria"
"302","AT",2018-06-04,1.308,1.258,0.825,483.7,NA,"Austria","Austria"
"303","AT",2018-05-28,1.311,1.259,0.83,489.7,NA,"Austria","Austria"
"304","AT",2018-05-21,1.285,1.233,0.832,466.7,NA,"Austria","Austria"
"305","AT",2018-05-14,1.267,1.213,0.808,450.7,NA,"Austria","Austria"
"306","AT",2018-05-07,1.25,1.195,0.786,435.7,NA,"Austria","Austria"
"307","AT",2018-04-30,1.242,1.19,0.779,424.7,NA,"Austria","Austria"
"308","AT",2018-04-23,1.225,1.173,0.763,418.7,NA,"Austria","Austria"
"309","AT",2018-04-16,1.217,1.168,0.761,412.7,NA,"Austria","Austria"
"310","AT",2018-04-09,1.205,1.154,0.74,405.7,NA,"Austria","Austria"
"311","AT",2018-03-26,1.175,1.155,0.733,400.7,NA,"Austria","Austria"
"312","AT",2018-03-19,1.161,1.122,0.714,394.7,NA,"Austria","Austria"
"313","AT",2018-03-12,1.162,1.12,0.714,394.7,NA,"Austria","Austria"
"314","AT",2018-03-05,1.18,1.134,0.72,400.7,NA,"Austria","Austria"
"315","AT",2018-02-26,1.181,1.127,0.721,400.7,NA,"Austria","Austria"
"316","AT",2018-02-19,1.195,1.132,0.705,392.7,NA,"Austria","Austria"
"317","AT",2018-02-12,1.198,1.139,0.713,405.7,NA,"Austria","Austria"
"318","AT",2018-02-05,1.21,1.154,0.735,413.7,NA,"Austria","Austria"
"319","AT",2018-01-29,1.209,1.156,0.745,419.7,NA,"Austria","Austria"
"320","AT",2018-01-22,1.205,1.155,0.744,413.7,NA,"Austria","Austria"
"321","AT",2018-01-15,1.207,1.159,0.752,413.7,NA,"Austria","Austria"
"322","AT",2018-01-08,1.205,1.156,0.75,413.7,NA,"Austria","Austria"
"323","AT",2018-01-01,1.205,1.157,0.75,413.7,NA,"Austria","Austria"
"324","AT",2017-12-18,1.194,1.146,0.729,408.7,NA,"Austria","Austria"
"325","AT",2017-12-11,1.191,1.138,0.721,408.7,NA,"Austria","Austria"
"326","AT",2017-12-04,1.202,1.145,0.723,408.7,NA,"Austria","Austria"
"327","AT",2017-11-27,1.199,1.143,0.719,414.7,NA,"Austria","Austria"
"328","AT",2017-11-20,1.211,1.144,0.721,423.7,NA,"Austria","Austria"
"329","AT",2017-11-13,1.216,1.152,0.734,428.7,NA,"Austria","Austria"
"330","AT",2017-11-06,1.194,1.133,0.715,411.7,NA,"Austria","Austria"
"331","AT",2017-10-30,1.175,1.12,0.698,388.7,NA,"Austria","Austria"
"332","AT",2017-10-23,1.174,1.117,0.693,388.7,NA,"Austria","Austria"
"333","AT",2017-10-16,1.173,1.111,0.689,381.7,NA,"Austria","Austria"
"334","AT",2017-10-09,1.181,1.117,0.69,386.7,NA,"Austria","Austria"
